system,query_count,precision_at_5,precision_at_10,ndcg_at_5,ndcg_at_10,mrr,success_at_1,success_at_5,mean_relevance_at_10
qdrant_filtered,28,0.9642857142857143,0.9464285714285714,0.8916497623411636,0.9481193874704553,0.9821428571428571,0.9642857142857143,1.0,1.7214285714285715
qdrant_object_rerank,28,0.9500000000000001,0.9464285714285714,0.8699081003607025,0.9392643405249684,0.9821428571428571,0.9642857142857143,1.0,1.717857142857143
faiss_style_rerank,28,0.9071428571428573,0.8857142857142858,0.8217913508484865,0.9155253734472267,0.9404761904761905,0.8928571428571429,1.0,1.5857142857142859
faiss_baseline,28,0.9285714285714287,0.9214285714285714,0.8135915271030333,0.9134092239054175,0.9464285714285714,0.8928571428571429,1.0,1.6464285714285716
qdrant_semantic,28,0.9285714285714287,0.9214285714285714,0.8135915271030333,0.9134092239054175,0.9464285714285714,0.8928571428571429,1.0,1.6464285714285716
